iter	Logloss
0	0.6750861178
1	0.6687895726
2	0.666096319
3	0.6640947973
4	0.6631244613
5	0.6617612495
6	0.6607477356
7	0.6600319825
8	0.6590733521
9	0.6581151263
10	0.6570738757
11	0.655825065
12	0.6554624171
13	0.6547406683
14	0.6541678026
15	0.6528309597
16	0.6522472941
17	0.6514494712
18	0.6507090776
19	0.6499268577
